"Core1","Core2","Core3","Core4","TempCPU1","TempCPU2","TempCPU3","TempCPU4","CPU1","CPU2","CPU3","CPU4","Memory","TempMemory","SpaceMemory"
"14.0625","4.6875","10.9375","14.0625","37","35","37","35","1099.99988","1499.99988","1499.99988","1499.99988","69.42893","33","75.18686"
"20.3125","17.1875","21.875","17.1875","38","36","38","35","800.0008","800.0008","800.0008","800.0008","69.4059448","33","75.18686"
"12.5","9.375","14.0625","12.5","38","35","37","36","3000.00317","2700.003","1800.002","1500.00159","69.41366","33","75.18686"
"12.5","17.1875","21.875","14.0625","38","37","41","36","3300.0022","3300.0022","3300.0022","3000.002","69.39709","33","75.18686"
"14.0625","6.25","20.3125","25","38","36","38","36","3300.00146","3300.00146","3000.00122","2100.001","69.39713","33","75.18686"
"12.5","9.375","17.1875","10.9375","37","36","38","36","3300.00244","3300.00244","3000.0022","2700.002","69.4120255","33","75.18686"
"17.1875","10.9375","15.625","12.5","37","35","37","35","1000.00018","1000.00018","1000.00018","1400.00024","69.394165","33","75.18686"
"10.9375","18.75","21.875","17.1875","37","36","38","36","3000.00366","3000.00366","2700.00342","2100.00269","69.37323","33","75.18686"
"10.9375","7.8125","17.1875","10.9375","37","36","38","36","1200.00024","1200.00024","1200.00024","1600.00037","69.3968","33","75.18686"
"12.5","12.5","18.75","9.375","37","35","38","36","1500.00049","1500.00049","1500.00049","1500.00049","69.39991","33","75.18686"
"12.5","6.25","10.9375","3.125","37","35","37","35","1900.00208","1900.00208","1900.00208","1900.00208","69.4107361","33","75.18686"
"20.3125","15.625","15.625","4.6875","37","36","37","36","2500.0022","2500.0022","2500.0022","2500.0022","69.4002457","33","75.18686"
"23.4375","18.75","21.875","21.875","37","35","38","36","800","800","800","800","69.40489","33","75.18686"
"20.3125","17.1875","21.875","14.0625","38","37","38","36","3200.00415","3300.00439","3300.00439","3300.00439","69.4127","33","75.18686"
"9.375","4.6875","10.9375","6.25","36","36","38","35","1600.00061","1600.00061","1600.00061","1600.00061","69.41797","33","75.18686"
"9.375","7.8125","25","9.375","36","35","38","35","2400.002","1800.00146","1500.00122","1500.00122","69.41844","33","75.18686"
"25","35.9375","28.125","29.6875","38","36","38","36","2200.00122","1300.00073","1300.00073","2100.00122","69.4829559","33","75.18686"
"4.6875","4.6875","18.75","14.0625","37","35","38","35","1600.00073","1600.00073","1600.00073","1600.00073","69.46184","33","75.18686"
"15.625","9.375","17.1875","14.0625","37","35","37","36","1200.00085","1200.00085","1200.00085","1200.00085","69.460495","33","75.18686"
"17.1875","7.8125","15.625","14.0625","37","35","37","35","1300.00049","1300.00049","1300.00049","1300.00049","69.45805","33","75.18686"
"7.8125","10.9375","25","9.375","38","35","38","36","3100.00342","2200.00244","1300.00146","1300.00146","69.6139","33","75.18686"
"12.9870119","9.090906","16.8831177","15.5844154","37","40","37","35","3300.00244","3300.00244","3300.00244","3300.00244","69.58368","33","75.18686"
"15.6862736","7.843137","7.843137","23.5294113","37","35","37","35","1299.999","1299.999","1299.999","1299.999","69.6175842","33","75.18686"
"12.5","7.8125","18.75","7.8125","37","35","37","35","1500.00208","1500.00208","1500.00208","1500.00208","69.6103058","33","75.18686"
"12.5","6.25","15.625","9.375","36","35","37","35","2100.00171","1800.00134","1500.0011","1500.0011","69.49105","33","75.18686"
"10.9375","4.6875","14.0625","14.0625","36","35","37","35","1200.00037","1200.00037","1200.00037","1200.00037","69.49263","33","75.18686"
"10.9375","6.25","10.9375","17.1875","38","36","37","36","2800.003","3200.00317","3200.00317","2900.003","69.49","33","75.18686"
"15.625","9.375","18.75","14.0625","36","35","37","35","1300","1300","1300","1300","69.4946442","33","75.18686"
"6.25","12.5","14.0625","18.75","36","35","37","35","1600.00183","1600.00183","1600.00183","1600.00183","69.53439","33","75.18686"
"9.375","9.375","12.5","10.9375","37","35","37","35","3300.003","2800.00244","1900.00171","1300.0011","69.5150452","33","75.18686"
"15.625","6.25","17.1875","12.5","36","35","37","35","1600.00061","1600.00061","1600.00061","1600.00061","69.5616","33","75.18686"
"14.0625","9.375","17.1875","4.6875","36","35","36","35","1600.00146","1600.00146","1600.00146","1600.00146","69.58708","33","75.18686"
"14.0625","3.125","15.625","9.375","36","35","37","35","1400.00037","1400.00037","1400.00037","1400.00037","69.51404","33","75.18686"
"9.375","4.6875","14.0625","17.1875","37","35","37","36","1800.00159","1800.00159","1800.00159","1800.00159","69.50312","33","75.18686"
"15.625","9.375","10.9375","12.5","36","35","37","35","1300.00061","1300.00061","1300.00061","1300.00061","69.50767","33","75.18686"
"12.5","6.25","20.3125","7.8125","37","35","37","35","1300.00049","1300.00049","1300.00049","1300.00049","69.3628845","33","75.18686"
"4.6875","12.5","17.1875","12.5","37","35","38","35","2400.00317","1500.002","1200.00159","900.00116","69.36183","33","75.18686"
"6.25","6.25","12.5","6.25","36","35","37","35","1000.00018","1000.00018","1000.00018","1000.00018","69.365","33","75.18686"
"14.0625","7.8125","12.5","14.0625","36","34","36","35","1300.001","1300.001","1300.001","1300.001","69.30005","33","75.18686"
"7.8125","12.5","10.9375","7.8125","36","35","37","35","1100.00049","1100.00049","2300.001","2700.00122","69.3416748","33","75.18686"
"10.9375","7.8125","18.75","12.5","36","35","37","35","1300.00122","1300.00122","1300.00122","1300.00122","69.3227539","33","75.18686"
"10.9375","3.125","23.4375","12.5","36","34","36","35","999.9998","999.9998","999.9998","999.9998","69.32347","33","75.18686"
"7.8125","10.9375","12.5","12.5","36","35","36","35","1400.00208","1400.00208","1100.00171","1100.00171","69.3216553","33","75.18686"
"10.9375","10.9375","14.0625","17.1875","36","35","37","35","2400.00171","2100.00146","1500.0011","1200.00085","69.29445","33","75.18686"
"15.625","9.375","14.0625","15.625","36","35","37","35","2000.0011","2000.0011","1700.001","1700.001","69.30154","33","75.18686"
"15.625","9.375","7.8125","4.6875","36","34","37","35","900.0003","1700.00061","1700.00061","1700.00061","69.3034058","33","75.18686"
"7.8125","6.25","18.75","17.1875","35","35","37","35","1600.00122","2800.0022","3200.00244","3300.00244","69.3010559","33","75.18686"
"9.375","7.8125","20.3125","9.375","36","35","36","35","1400.001","1400.001","1400.001","1400.001","69.28554","33","75.18686"
"4.6875","3.125","12.5","9.375","36","34","37","35","1900.00183","1900.00183","1900.00183","1900.00183","69.29852","33","75.18686"
"14.0625","17.1875","14.0625","15.625","37","35","37","35","2600.00171","2600.00171","2600.00171","2600.00171","69.29632","33","75.18686"
"10.9375","1.5625","10.9375","10.9375","37","36","37","35","3300.0022","2400.00171","1500.0011","1500.0011","69.2728958","33","75.18686"
"23.4375","15.625","29.6875","21.875","37","36","38","36","1900.0011","1300.00073","1300.00073","1300.00073","69.47975","33","75.18686"
"21.875","21.875","21.875","14.0625","37","36","38","36","3300.00244","3300.00244","800.0006","1200.00085","69.55269","33","75.18686"
"17.1875","20.3125","12.5","12.5","37","35","38","35","1300.00024","1300.00024","1300.00024","1300.00024","69.56308","33","75.18686"
"14.0625","14.0625","15.625","23.4375","36","35","37","35","1400.0011","1400.0011","1100.00085","1100.00085","69.59067","33","75.18686"
"9.375","12.5","10.9375","9.375","36","35","37","35","1000.00024","1400.00037","1800.00037","1800.00037","69.63224","33","75.18686"
"12.5","20.3125","23.4375","17.1875","38","36","38","36","3300.00464","3300.00464","800.0011","800.0011","70.29303","33","75.18689"
"21.875","10.9375","12.5","10.9375","36","35","37","35","1600.00061","1600.00061","1600.00061","1600.00061","70.35394","33","75.18689"
"14.0625","17.1875","10.9375","12.5","36","35","37","35","1300.00073","1300.00073","1300.00073","1300.00073","70.25955","33","75.18689"
"23.4375","23.4375","17.1875","20.3125","40","38","39","36","3300.00366","3300.00366","3300.00366","3300.00366","70.4274139","33","75.18689"
"32.8125","15.625","14.0625","18.75","37","35","37","35","3300.00146","3100.00146","800.000366","800.000366","70.42569","33","75.18689"
"15.625","14.0625","20.3125","20.3125","42","42","43","41","3300.00244","3300.00244","3300.00244","3300.00244","70.42114","33","75.18689"
"42.1875","39.0625","34.375","31.25","38","36","40","36","3300.001","3300.001","3400.001","3300.001","70.4239655","33","75.18689"
"25","23.4375","28.125","15.625","39","37","39","36","3300.00366","3300.00366","3100.00342","2200.00244","70.44892","33","75.18689"
"17.1875","20.3125","17.1875","18.75","37","35","38","36","1300.00024","1700.00037","1700.00037","1700.00037","70.42291","33","75.18689"
"15.625","14.0625","17.1875","10.9375","38","36","38","36","2500.00269","1600.00171","1600.00171","2000.00208","70.37157","33","75.18689"
"26.5625","25","21.875","21.875","37","36","38","36","1199.99976","2399.99951","3299.99951","3299.99951","70.47382","33","75.18689"
"39.0625","32.8125","28.125","34.375","39","39","42","40","3300.00464","3300.00464","3300.00464","3300.00464","72.6376953","33","75.18689"
"28.125","20.3125","25","17.1875","38","37","38","36","3300.00244","3300.00244","3300.00244","3300.00244","72.5209351","33","75.18689"
"28.125","29.6875","37.5","34.375","38","37","38","36","799.999939","799.999939","799.999939","799.999939","72.78061","33","75.18689"
"39.0625","37.5","39.0625","40.625","39","38","40","37","3300.00464","3300.00464","3000.00439","2400.00342","72.8149948","33","75.18689"
"48.4375","46.875","51.5625","46.875","38","37","39","37","2800.001","3300.001","3300.001","3300.001","72.79234","33","75.18689"
"21.875","21.875","39.0625","31.25","37","36","37","36","2100.00171","2100.00171","1800.00146","1500.00122","72.8797455","33","75.18689"
"46.875","46.875","48.4375","46.875","38","36","39","36","1200.00049","1200.00049","2900.00122","2900.00122","71.73251","33","75.18689"
"50","43.75","43.75","53.125","39","40","42","40","3300.00317","3300.00317","3300.00317","3300.00317","71.85454","33","75.18689"
"53.125","51.5625","51.5625","57.8125","43","43","45","43","3300.00122","3300.00122","3300.00122","3300.00122","72.32318","33","75.18689"
"39.0625","35.9375","46.875","35.9375","39","38","40","38","3300.00269","3300.00269","3300.00269","3300.00269","72.5562744","33","75.18689"
"64.0625","70.3125","67.1875","65.625","43","41","45","41","3300.00244","3300.00244","3300.00244","3300.00244","72.631134","33","75.18689"
"20.3125","26.5625","35.9375","21.875","39","37","40","37","3300.00122","3300.00122","3300.00122","3300.00122","72.87932","33","75.18689"
"23.4375","21.875","20.3125","25","38","37","39","37","2100.00171","2100.00171","2100.00171","2100.00171","72.75479","33","75.18689"
"35.9375","39.0625","46.875","48.4375","38","37","39","37","2400.00146","2400.00146","2400.00146","2400.00146","72.31068","33","75.18689"
"21.875","32.8125","31.25","31.25","38","38","39","38","3300.00171","3300.00171","3000.00146","2900.00146","72.4125","33","75.18689"
"26.5625","28.125","28.125","18.75","39","38","40","37","3300.00317","3300.00317","3300.00317","3300.00317","72.61475","33","75.18689"
"28.125","29.6875","23.4375","29.6875","41","41","44","41","3300.00146","3300.00146","3300.00146","3300.00146","72.74905","33","75.18689"
"18.75","21.875","26.5625","17.1875","39","38","47","42","3300.00269","3300.00269","3300.00269","3300.00269","72.32663","33","75.18689"
"35.9375","31.25","35.9375","34.375","39","37","41","38","3300.001","800.0002","800.0002","800.0002","72.60556","33","75.18689"
"45.3125","39.0625","42.1875","43.75","38","38","42","38","2700.002","2700.002","2700.002","3100.0022","72.72127","33","75.1869354"
"26.5625","28.125","20.3125","31.25","38","37","39","37","2400.0022","2800.00244","3300.003","3300.003","72.7256241","33","75.1869354"
"39.0625","37.5","39.0625","40.625","40","37","40","38","3300.00269","3300.00269","3300.00269","3300.00269","72.9136047","33","75.1869354"
"23.4375","26.5625","32.8125","23.4375","39","39","40","38","3300.002","3300.002","3300.002","3300.002","72.91069","33","75.1869354"
"26.5625","28.125","23.4375","21.875","38","42","39","38","3300.00244","3300.00244","3300.00244","3300.00244","72.9687347","33","75.1869354"
"34.375","31.25","32.8125","28.125","40","40","41","39","3300.00171","3300.00171","3300.00171","3400.00171","73.00801","33","75.1869354"
"20.3125","21.875","29.6875","23.4375","40","39","41","44","3300.00244","3300.00244","3300.00244","3300.00244","73.13904","33","75.1869354"
"9.375","23.4375","21.875","18.75","41","37","40","37","3300.00171","3300.00171","3300.00171","3300.00171","73.176445","33","75.1869354"
"21.875","32.8125","23.4375","21.875","39","38","40","39","3300.0022","3300.0022","3300.0022","3300.0022","73.14206","33","75.1869354"
"28.125","28.125","35.9375","29.6875","39","37","40","37","2800.002","2800.002","3300.00244","3300.00244","72.98056","33","75.1869354"
"28.125","17.1875","26.5625","29.6875","38","38","40","37","2500.00146","2900.00171","2900.00171","2900.00171","73.05307","33","75.1869354"
"25","23.4375","31.7460289","29.6875","40","38","44","38","3300.0022","3300.0022","3300.0022","3300.0022","72.9732361","33","75.1869354"
"50","56.25","55.384613","62.5","39","38","40","38","1200.00024","1200.00024","1200.00024","1200.00024","73.38852","33","75.1869354"
"48.4375","50","56.25","62.5","39","38","40","38","1200.00061","1200.00061","1200.00061","1200.00061","73.58388","33","75.1869354"
"29.6875","23.4375","29.6875","23.4375","41","42","42","41","3300.00317","3300.00317","3300.00317","3300.00317","73.64949","33","75.1869354"
"64.0625","70.3125","67.1875","59.375","40","41","42","40","3300.0022","3300.0022","3300.0022","3300.0022","74.0336456","33","75.1869354"
"81.25","73.4375","64.0625","82.8125","45","44","47","45","3300.00269","3300.00269","3300.00269","3300.00269","74.38901","33","75.1869354"
"59.375","46.875","45.3125","50","41","40","42","40","3000.00122","3300.00122","3300.00122","3300.00122","74.45735","33","75.1869354"
"42.1875","35.9375","48.4375","43.75","39","38","41","38","1800.00122","3000.0022","3300.00244","3300.00244","74.94328","33","75.1869354"
"43.75","42.1875","46.875","56.25","39","38","40","38","2900.00244","2900.00244","2600.0022","3300.00269","75.00775","33","75.1869354"
"73.4375","56.25","62.5","60.9375","43","40","44","43","3300.00244","3300.00244","3300.00244","3300.00244","74.76613","33","75.1869354"
"71.875","65.625","67.1875","62.5","41","39","42","40","1800.00085","1800.00085","1800.00085","1800.00085","74.85631","33","75.1869354"
"50","48.4375","54.6875","54.6875","43","42","45","43","3300.00269","3300.00269","3300.00269","3300.00269","74.90454","33","75.1869354"
"81.25","79.6875","79.6875","71.875","41","45","42","40","3300.0022","3300.0022","3300.0022","3300.0022","75.0971146","33","75.1869354"
"29.6875","26.5625","25","18.75","40","39","41","39","3300.00122","3300.00122","3300.00122","3300.00122","75.12777","33","75.1869354"
"29.6875","26.5625","34.375","32.8125","41","40","41","40","3300.00317","3300.00317","3300.00317","3300.00317","75.3237457","33","75.1869354"
"23.4375","15.625","21.875","18.75","39","38","40","38","2100.00122","2100.00122","2100.00122","2100.00122","75.3072739","33","75.1869354"
"59.375","57.8125","62.5","51.5625","41","40","41","40","3300.00244","3300.00244","3300.00244","3300.00244","76.0179138","33","75.1869354"
"43.75","45.3125","40.625","42.1875","46","45","47","45","3300.002","3300.002","3300.002","3300.002","76.36389","33","75.1869354"
"68.75","68.75","71.875","70.3125","42","42","48","42","3300.0022","3300.0022","3300.0022","3300.0022","76.52568","33","75.1869354"
"62.5","60.9375","64.0625","62.5","41","44","47","43","3300.0022","3300.0022","3300.0022","3300.0022","76.5764","33","75.19179"
"46.875","48.4375","67.1875","53.125","47","47","48","47","3300.0022","3300.0022","3300.0022","3300.0022","77.247","33","75.19179"
"34.375","32.8125","45.3125","46.875","42","40","43","44","3300.0022","3300.0022","3300.0022","3300.0022","76.50001","33","75.19179"
"31.25","34.375","46.875","37.5","40","39","41","39","2200.001","2200.001","2200.001","2200.001","76.17265","33","75.19179"
"18.75","14.0625","20.3125","18.75","39","39","41","39","2400.00171","2400.00171","2400.00171","2400.00171","76.30676","33","75.19179"
"35.9375","26.5625","39.0625","26.5625","41","39","41","40","3300.00269","3300.00269","3300.00269","3300.00269","76.2725143","33","75.19179"
"14.0625","18.75","31.25","25","41","43","42","40","3300.0022","3300.0022","3300.0022","3300.0022","76.2947845","33","75.19179"
"32.8125","35.9375","32.8125","39.0625","46","46","48","46","3300.002","3300.002","3300.002","3300.002","76.1071854","33","75.19179"
"28.125","21.875","32.8125","26.5625","42","41","43","41","3300.002","3300.002","3400.002","3300.002","75.84383","33","75.19179"
"18.75","15.625","29.6875","26.5625","40","40","41","40","3300.00244","3300.00244","3300.00244","3300.00244","75.58736","33","75.19179"
"32.8125","29.6875","34.375","26.5625","42","41","42","40","3300.00122","3300.00122","3300.00122","3300.00122","75.6312256","33","75.19179"
"48.4375","37.5","31.25","42.1875","42","42","43","43","3300.003","3300.003","3300.003","3300.003","75.63592","33","75.19179"
"20.3125","23.4375","32.8125","29.6875","41","40","41","39","3300.0022","3300.0022","3300.0022","3300.0022","75.677536","33","75.19179"
"39.0625","29.6875","39.0625","32.8125","42","41","43","41","3300.00049","3300.00049","3300.00049","3300.00049","75.77945","33","75.19179"
"57.8125","60.9375","59.375","57.8125","43","44","45","45","3300.00366","3300.00366","3300.00366","3300.00366","76.13391","33","75.19179"
"48.4375","45.3125","48.4375","45.3125","41","41","42","40","3300.00171","3300.00171","3300.00171","3300.00171","76.23698","33","75.19179"
"23.4375","20.3125","20.3125","10.9375","39","39","41","39","2700.002","2700.002","2700.002","2700.002","76.20528","33","75.19179"
"20.3125","9.375","28.125","15.625","40","40","44","39","3299.99951","3299.99951","3299.99951","3299.99951","75.94253","33","75.19179"
"18.75","17.1875","21.875","20.3125","40","38","40","38","2200.003","2200.003","2200.003","2600.00342","76.13755","33","75.19179"
"28.125","21.875","28.125","20.3125","39","39","46","39","3300.003","3300.003","3300.003","3300.003","76.104126","33","75.19179"
"9.375","7.8125","34.375","17.1875","44","39","44","39","3300.002","3300.002","3300.002","3300.002","76.25891","33","75.19179"
"25","21.875","28.125","23.4375","42","42","43","43","3300.00171","3300.00171","3300.00171","3300.00171","76.9257355","33","75.19179"
"12.5","17.1875","35.9375","17.1875","43","39","42","39","3300.00244","3300.00244","3300.00244","3400.00244","76.95792","33","75.19179"
"10.9375","15.625","28.125","20.3125","39","39","41","38","3300.00244","3000.0022","2700.002","2100.00146","76.95495","33","75.19179"
"17.1875","14.0625","17.1875","21.875","39","39","41","39","2800.00171","1200.00073","1600.001","2400.00146","76.9880447","33","75.19179"
"20.3125","23.4375","28.125","21.875","41","43","44","41","3300.00049","3300.00049","3300.00049","3300.00049","76.95423","33","75.19179"
"28.125","26.5625","32.8125","31.25","41","40","41","39","3300.00366","3300.00366","3300.00366","3300.00366","77.0061951","33","75.19179"
"23.4375","31.25","37.5","31.25","40","39","41","40","3299.99878","3299.99878","3299.99878","3299.99878","77.3186951","33","75.19179"
"29.6875","29.6875","34.375","28.125","42","40","46","39","3300.00562","3300.00562","1200.00208","2400.00415","77.49969","33","75.19179"
"43.75","39.0625","56.25","46.875","46","45","46","45","3300.002","3300.002","3300.002","3300.002","77.86809","33","75.19179"
"34.375","35.9375","45.3125","37.5","41","40","45","43","3300.00269","3300.00269","3300.00269","3300.00269","78.5071259","34","75.19671"
"29.6875","28.125","34.375","31.25","41","39","41","40","3300.00146","3300.00146","3300.00146","3300.00146","78.50736","34","75.19671"
"31.25","32.8125","45.3125","37.5","40","39","41","39","2800.0022","2800.0022","2500.002","2500.002","78.09433","34","75.19671"
"37.5","39.0625","50","43.75","40","40","43","40","3300.0022","3300.0022","3300.0022","3300.0022","79.99077","34","75.19671"
"32.8125","21.875","40.625","35.9375","41","40","43","40","3300.0022","3300.0022","3300.0022","3300.0022","80.46481","34","75.19671"
"17.1875","28.125","25","25","41","40","44","39","3300.0022","3300.0022","3300.0022","3300.0022","80.61132","34","75.19671"
"45.3125","46.875","50","53.125","42","42","46","43","3300.00171","3300.00171","3300.00171","3300.00171","80.314476","34","75.19671"
"18.75","15.625","34.375","20.3125","41","40","41","40","3300.00122","3300.00122","3300.00122","3300.00122","80.44494","34","75.19671"
"35.9375","48.4375","42.1875","50","41","39","41","39","1800.00171","1800.00171","1800.00171","1800.00171","81.2448044","34","75.19671"
"14.0625","15.625","14.0625","12.5","40","38","40","38","1400.00037","1400.00037","1400.00037","1400.00037","81.14868","34","75.19671"
"14.0625","6.25","12.5","10.9375","40","40","41","39","3300.00342","3300.00342","3300.00342","3300.00342","80.46807","34","75.19671"
"25","32.8125","40.625","31.25","40","39","41","40","3300.00244","3300.00244","3000.0022","2700.002","81.55353","34","75.19671"
"20.3125","31.25","21.875","20.3125","43","40","46","41","3300.00146","3300.00146","3400.00146","3300.00146","81.3163147","34","75.19671"
"28.125","26.5625","25","29.6875","40","39","42","40","3300.003","3300.003","3300.003","3300.003","81.65583","34","75.19671"
"31.25","25","26.5625","23.4375","41","40","44","40","3300.00146","3300.00146","3300.00146","3300.00146","81.77326","34","75.19671"
"37.5","37.5","31.25","34.375","41","42","43","41","3300.0022","3300.0022","3300.0022","3300.0022","82.36862","34","75.19671"
"56.25","53.125","54.6875","53.125","47","45","47","48","3300.0022","3300.0022","3300.0022","3300.0022","82.9601059","34","75.19671"
"53.125","53.125","43.75","48.4375","43","43","45","43","3300.00269","3300.00269","3300.00269","3300.00269","82.94536","34","75.19671"
"45.3125","34.375","48.4375","37.5","45","39","47","40","3300.00171","3300.00171","3300.00171","3400.00171","83.28449","34","75.19671"
"34.375","28.125","39.0625","34.375","44","45","45","43","3300.0022","3300.0022","3300.0022","3300.0022","83.0887","34","75.19671"
"43.75","25","54.6875","40.625","43","42","46","44","3300.00244","3300.00244","3300.00244","3300.00244","83.1395645","34","75.19671"
"64.0625","59.375","70.3125","64.0625","47","47","49","46","3300.00146","3300.00146","3300.00146","3300.00146","81.3546753","34","75.19671"
"71.875","70.3125","85.9375","76.5625","46","45","48","46","3300.00244","3300.00244","3300.00244","3300.00244","81.80751","34","75.19671"
"43.75","42.1875","32.8125","46.875","42","40","44","41","3300.00244","3300.00244","3300.00244","3300.00244","81.81766","34","75.19671"
"20.3125","14.0625","35.9375","15.625","40","40","43","40","3300.00244","3300.00244","3300.00244","3300.00244","81.845726","34","75.19671"
"28.125","25","31.25","21.875","42","41","42","40","3300.0022","3300.0022","3300.0022","3300.0022","81.77154","34","75.19671"
"40.625","25","39.0625","32.8125","41","41","43","40","3299.99976","3299.99976","3299.99976","3299.99976","81.81096","34","75.19671"
"37.5","28.125","34.375","31.25","41","42","42","40","2100.0022","2100.0022","2100.0022","2100.0022","81.80406","34","75.19671"
"32.8125","31.25","31.25","28.125","40","40","42","40","3300.003","3300.003","3300.003","800.0007","81.9156","34","75.19671"
"37.5","34.375","45.3125","39.0625","46","45","46","46","3300.0022","3300.0022","3300.0022","3300.0022","82.05732","34","75.19671"
"81.25","67.1875","81.25","75","44","45","45","43","3300.00146","3300.00146","3300.00146","3300.00146","81.55027","34","75.2004547"
"40.625","34.375","40.625","43.75","43","42","45","42","3300.00244","3300.00244","3300.00244","3300.00244","81.59462","34","75.2004547"
"23.4375","17.1875","37.5","20.3125","41","40","42","40","3300.0022","3300.0022","3300.0022","3300.0022","81.5462952","34","75.2004547"
"26.5625","26.5625","26.5625","25","42","41","42","40","3300.00146","800.000366","1600.00073","3300.00146","81.47656","34","75.2004547"
"28.125","29.6875","29.6875","21.875","42","42","43","41","3300.003","3300.003","3300.003","3300.003","81.34078","34","75.2004547"
"43.75","32.8125","31.25","34.375","44","44","44","44","3300.002","3300.002","3300.002","3300.002","81.4201","34","75.2004547"
"57.8125","57.8125","54.6875","50","46","45","46","46","3300.002","3300.002","3300.002","3300.002","81.5938","34","75.2004547"
"42.1875","54.6875","56.25","57.8125","40","39","41","39","799.999939","799.999939","1599.99988","1599.99988","81.61426","34","75.2004547"
"35.9375","35.9375","43.75","42.1875","43","43","42","43","3300.005","3300.005","3300.005","3300.005","81.30817","34","75.2004547"
"40.625","35.9375","40.625","40.625","43","44","42","42","3300.00244","3300.00244","3300.00244","3300.00244","81.10879","34","75.2004547"
"54.6875","54.6875","56.25","64.0625","42","42","43","41","2400.00073","2400.00073","2400.00073","2400.00073","81.01271","34","75.2004547"
"37.5","39.0625","39.0625","40.625","41","43","43","43","3300.00073","3300.00073","3300.00073","3300.00073","81.07177","34","75.2004547"
"42.1875","39.0625","40.625","48.4375","39","39","41","39","1200.0011","1200.0011","1200.0011","1200.0011","80.9525146","34","75.2004547"
"35.9375","31.25","46.875","42.1875","39","39","41","39","999.999634","999.999634","999.999634","999.999634","80.9243546","34","75.2004547"
"43.75","42.1875","42.1875","39.0625","40","39","41","40","2000.00354","2000.00354","2000.00354","3300.00586","80.22295","34","75.2004547"
"35.9375","28.125","37.5","32.8125","39","40","41","39","1900.00122","1900.00122","1900.00122","1900.00122","80.2482452","34","75.2004547"
"17.1875","18.75","34.375","20.3125","40","38","41","39","3000.00269","3300.003","3300.003","3300.003","80.2561951","34","75.2004547"
"21.875","15.625","21.875","17.1875","40","40","42","40","3300.00269","3300.00269","3300.00269","3300.00269","79.97515","34","75.2004547"
"39.0625","35.9375","48.4375","42.1875","41","40","43","41","3300.00146","3300.00146","3300.00146","3300.00146","79.3285","34","75.2004547"
"26.5625","25","34.375","20.3125","42","43","43","43","3300.0022","3300.0022","3300.0022","3300.0022","78.93989","34","75.2004547"
"39.0625","40.625","45.3125","46.875","41","40","41","40","3300.00244","3300.00244","3300.00244","3300.00244","78.4789658","34","75.2004547"
"45.3125","34.375","46.875","51.5625","42","41","46","41","3300.002","3300.002","3300.002","3300.002","78.42125","34","75.2004547"
"48.4375","43.75","31.25","51.5625","44","43","42","42","3300.00171","3300.00171","3300.00171","3300.00171","78.2841339","34","75.2004547"
"46.875","60.9375","54.6875","62.5","44","49","44","47","3300.00244","3300.00244","3300.00244","3300.00244","78.3008957","34","75.2004547"
"42.1875","50","48.4375","60.9375","46","49","46","44","3300.0022","3300.0022","3300.0022","3300.0022","78.1701","34","75.2004547"
"62.5","60.9375","64.0625","60.9375","45","41","49","43","3300.0022","3300.0022","3300.0022","3300.0022","78.14409","34","75.2004547"
"32.8125","32.8125","37.5","37.5","41","40","42","40","3300.002","3300.002","2100.00122","2100.00122","78.086","34","75.2004547"
"37.5","37.5","48.4375","43.75","47","47","49","44","3300.002","3300.002","3300.002","3300.002","78.25798","34","75.2004547"
"67.1875","60.9375","62.5","70.3125","47","46","47","47","3300.0022","3300.0022","3300.0022","3300.0022","77.9772339","34","75.2004547"
"56.25","54.6875","51.5625","57.8125","43","44","46","46","3299.99976","3299.99976","3299.99976","3299.99976","78.15712","34","75.2004547"
"31.25","31.25","37.5","43.75","42","41","43","41","3300.00464","3300.00464","3300.00464","3300.00464","78.11799","34","75.2028961"
"40.625","39.0625","39.0625","29.6875","42","40","43","40","3300.0022","3300.0022","3300.0022","3300.0022","77.6740646","34","75.2028961"
"53.125","56.25","43.75","50","44","43","46","44","3300.00122","3300.00122","3300.00122","3300.00122","77.6057739","34","75.2028961"
"28.125","21.875","35.9375","28.125","46","44","47","45","3300.00171","3300.00171","3300.00171","3300.00171","77.5654","34","75.2028961"
"45.3125","39.0625","40.625","40.625","42","40","44","42","3000.00342","3300.004","3300.004","3300.004","76.94882","34","75.2028961"
"23.4375","25","18.75","32.8125","42","40","42","41","3300.001","3300.001","3300.001","3300.001","76.95097","34","75.2028961"
"39.0625","39.0625","42.1875","42.1875","48","42","46","45","3300.00269","3300.00269","3300.00269","3300.00269","76.57544","34","75.2028961"
"56.25","53.125","62.5","57.8125","46","45","47","45","3300.002","3300.002","3300.002","3300.002","75.78304","34","75.2028961"
"35.9375","26.5625","28.125","35.9375","41","40","42","40","3300.00244","3300.00244","3300.00244","3300.00244","75.75076","34","75.2028961"
"26.5625","15.625","17.1875","18.75","41","40","42","40","2000.00012","2800","2800","3300","75.71628","34","75.2028961"
"12.5","12.5","26.5625","18.75","41","39","42","40","3300.00415","3300.00415","3300.00415","3300.00415","75.6308441","34","75.2028961"
"12.5","9.375","12.5","7.8125","41","39","42","40","3300.0022","3300.0022","3300.0022","3300.0022","75.60326","34","75.2028961"
"17.1875","14.0625","31.25","21.875","40","39","42","40","1600.00049","1600.00049","1600.00049","1600.00049","75.35646","34","75.2028961"
